iter	Logloss
0	0.6496047316
1	0.6121741693
2	0.5830386575
3	0.5495304825
4	0.5209410845
5	0.5001806468
6	0.4702352482
7	0.4460810326
8	0.4273523797
9	0.4039926936
10	0.390149411
11	0.3704120083
12	0.3558588975
13	0.3443060007
14	0.329856761
15	0.3199178813
16	0.3082649106
17	0.29715693
18	0.2870671832
19	0.2802111447
20	0.275268645
21	0.2719035774
22	0.2636688505
23	0.2605766182
24	0.2520144381
25	0.2460005425
26	0.2405612327
27	0.2328953755
28	0.2287873502
29	0.2212897232
30	0.214362868
31	0.2100427404
32	0.2047038102
33	0.2007736275
34	0.1974509305
35	0.1923858919
36	0.1864983327
37	0.1837543013
38	0.1806263935
39	0.1777226559
40	0.1707734023
41	0.1668675111
42	0.1641282315
43	0.1626423951
44	0.1587635255
45	0.1534665445
46	0.1496825336
47	0.1465429079
48	0.1430185419
49	0.1403661907
50	0.137172856
51	0.1341404301
52	0.1327622987
53	0.1304208536
54	0.1279289002
55	0.1253610743
56	0.1232175142
57	0.1217968771
58	0.1205006968
59	0.1169282894
60	0.1150354477
61	0.1124265973
62	0.109667562
63	0.1082402739
64	0.1059640752
65	0.1036553607
66	0.1022737003
67	0.1002494687
68	0.0990130441
69	0.09744809642
70	0.09553400715
71	0.09346928337
72	0.09213426916
73	0.0897120438
74	0.08853843425
75	0.08724797362
76	0.08658658986
77	0.08546184077
78	0.0842735909
79	0.08249075106
80	0.08116896082
81	0.07943464978
82	0.07837316069
83	0.07668069094
84	0.07498839114
85	0.07369499159
86	0.07239901193
87	0.07064921313
88	0.06942687884
89	0.06863574462
90	0.06706421918
91	0.06552984455
92	0.06466651907
93	0.06392716181
94	0.06364093441
95	0.06246601473
96	0.06136625828
97	0.0607680519
98	0.05961360554
99	0.05876071618
100	0.0577870808
101	0.05686168387
102	0.05621319478
103	0.05521492203
104	0.05445236735
105	0.05382776496
106	0.05299102434
107	0.05217115714
108	0.0510203862
109	0.05041182867
110	0.04943117057
111	0.04884342156
112	0.04787833384
113	0.04694480235
114	0.04583183846
115	0.04525313047
116	0.04470224428
117	0.04420096095
118	0.04359992188
119	0.04315380295
120	0.04239617716
121	0.04136979934
122	0.04055150901
123	0.0401497737
124	0.03970880792
125	0.03869241535
126	0.03817423736
127	0.03758950281
128	0.03713694421
129	0.03666592825
130	0.03605848728
131	0.03518963096
132	0.0347566581
133	0.03456698078
134	0.03399706123
135	0.03367775029
136	0.03318269654
137	0.03269970535
138	0.0324037854
139	0.03191078299
140	0.03152121176
141	0.03121854055
142	0.03066882993
143	0.03019316362
144	0.02959129126
145	0.02924795906
146	0.02886969264
147	0.02860961338
148	0.02829998555
149	0.02803701693
150	0.02781472348
151	0.02761042708
152	0.02733644873
153	0.02701621244
154	0.02669508622
155	0.02640348614
156	0.02610545347
157	0.02585551998
158	0.02566718819
159	0.02532695308
160	0.02498223994
161	0.02452905107
162	0.02429562748
163	0.02401370577
164	0.0238559671
165	0.02358640539
166	0.02344861833
167	0.0231874414
168	0.0230302433
169	0.02274208494
170	0.02259377914
171	0.02243746153
172	0.02227172993
173	0.02190591321
174	0.02169068497
175	0.02135828934
176	0.02102881139
177	0.02082044771
178	0.02063384151
179	0.02050053247
180	0.02024599585
181	0.02004643006
182	0.01984680997
183	0.01971411351
184	0.01956774339
185	0.01938485391
186	0.0192842094
187	0.01901893332
188	0.01875259263
189	0.0185043682
190	0.01837656167
191	0.01813296516
192	0.0180173652
193	0.01782094606
194	0.01768203537
195	0.01754561037
196	0.01741449196
197	0.0172635187
198	0.01716254253
199	0.01703959408
200	0.01692179524
201	0.01679422832
202	0.01664339198
203	0.01643847121
204	0.01634208519
205	0.01623691545
206	0.01617071062
207	0.01597748416
208	0.01585456758
209	0.01566955005
210	0.01556901412
211	0.01539097564
212	0.01522382533
213	0.01505579807
214	0.01489317063
215	0.01474982441
216	0.01459586266
217	0.01446801601
218	0.0143437716
219	0.01421247142
220	0.01409355249
221	0.01397821809
222	0.01384124897
223	0.01372974934
224	0.01361121045
225	0.01348654586
226	0.0133609335
227	0.01325802048
228	0.01315681415
229	0.01305788578
230	0.01296160245
231	0.01286661271
232	0.01275648457
233	0.01264479609
234	0.0125551389
235	0.01245569239
236	0.01236910867
237	0.0122963733
238	0.01223477515
239	0.01217133928
240	0.01207022148
241	0.01197383427
242	0.01189453767
243	0.01181621363
244	0.0117240495
245	0.01164781221
246	0.01155854334
247	0.01150406233
248	0.01143095871
249	0.01135966093
250	0.01130759126
251	0.01123125482
252	0.0111669479
253	0.01111910603
254	0.01104927889
255	0.0109687418
256	0.01089735787
257	0.01085330826
258	0.01080517486
259	0.01072778914
260	0.01064964332
261	0.01057329508
262	0.01051201915
263	0.01046307724
264	0.01042681873
265	0.0103674289
266	0.01031344716
267	0.01024333321
268	0.01020065511
269	0.01015018118
270	0.01010588372
271	0.01005121033
272	0.009984745838
273	0.009943949704
274	0.00989492813
275	0.009830211649
276	0.009767264423
277	0.0097195512
278	0.009682297707
279	0.009641726418
280	0.009602856518
281	0.009557113789
282	0.009496787987
283	0.009460392565
284	0.00942565427
285	0.009367462432
286	0.009306557108
287	0.009258980208
288	0.009225769208
289	0.009186714593
290	0.009151203207
291	0.009117774444
292	0.009076644879
293	0.009021777918
294	0.008990352697
295	0.008936297775
296	0.008904226936
297	0.008851797274
298	0.008816634074
299	0.008785742934
